,#,Date-Time (EST),Ch:1 - Differential Pressure   (kpa),Ch:2 - Absolute Pressure   (kpa),Ch:3 - Temperature   (°C),Water Level   (m),Barometric Pressure   (kpa),Rh_ft,tau_b_Rh_Pa,tau_b_h_Pa,tau_st_Rh,tau_st_h
30,31.0,2024-02-08 19:11:54,1.25999999046326,96.71,7.29135513305664,0.156588945271567,95.4500000095367,0.12088342472821122,3.201569347428384,4.147221742391548,0.0160256808826939,0.020759210556135995
31,32.0,2024-02-08 19:16:54,1.24000000953674,96.69,7.29135513305664,0.156588945271567,95.4499999904633,0.12088342472821122,3.201569347428384,4.147221742391548,0.0160256808826939,0.020759210556135995
32,33.0,2024-02-08 19:21:54,1.25999999046326,96.71,7.29135513305664,0.156588945271567,95.4500000095367,0.12088342472821122,3.201569347428384,4.147221742391548,0.0160256808826939,0.020759210556135995
33,34.0,2024-02-08 19:26:54,1.25,96.7,7.19055557250977,0.156588945271567,95.45,0.12088342472821122,3.2015853078353604,4.147242417048145,0.016025815299423447,0.02075938467573885
34,35.0,2024-02-08 19:31:54,1.25999999046326,96.73,7.19055557250977,0.156588945271567,95.4700000095367,0.12088342472821122,3.2015853078353604,4.147242417048145,0.016025815299423447,0.02075938467573885
35,36.0,2024-02-08 19:36:54,1.25999999046326,96.73,7.19055557250977,0.156588945271567,95.4700000095367,0.12088342472821122,3.2015853078353604,4.147242417048145,0.016025815299423447,0.02075938467573885
36,37.0,2024-02-08 19:41:54,1.26999998092651,96.74,7.19055557250977,0.156588945271567,95.4700000190735,0.12088342472821122,3.2015853078353604,4.147242417048145,0.016025815299423447,0.02075938467573885
37,38.0,2024-02-08 19:46:54,1.25999999046326,96.74,7.08966445922852,0.156588945271567,95.4800000095367,0.12088342472821122,3.201600810658902,4.147262498964194,0.016025945863313143,0.020759553804482717
38,39.0,2024-02-08 19:51:54,1.25999999046326,96.76,7.08966445922852,0.156588945271567,95.5000000095367,0.12088342472821122,3.201600810658902,4.147262498964194,0.016025945863313143,0.020759553804482717
39,40.0,2024-02-08 19:56:54,1.25,96.76,7.08966445922852,0.156588945271567,95.51,0.12088342472821122,3.201600810658902,4.147262498964194,0.016025945863313143,0.020759553804482717
40,41.0,2024-02-08 20:01:54,1.25999999046326,96.75,7.08966445922852,0.156588945271567,95.4900000095367,0.12088342472821122,3.201600810658902,4.147262498964194,0.016025945863313143,0.020759553804482717
41,42.0,2024-02-08 20:06:54,1.25,96.73,6.98865127563477,0.156588945271567,95.48,0.12088342472821122,3.2016158576985303,4.147281990470744,0.0160260725894422,0.020759717961900757
42,43.0,2024-02-08 20:11:54,1.24000000953674,96.72,6.98865127563477,0.156588945271567,95.4799999904633,0.12088342472821122,3.2016158576985303,4.147281990470744,0.0160260725894422,0.020759717961900757
43,44.0,2024-02-08 20:16:54,1.24000000953674,96.71,6.98865127563477,0.156588945271567,95.4699999904633,0.12088342472821122,3.2016158576985303,4.147281990470744,0.0160260725894422,0.020759717961900757
44,45.0,2024-02-08 20:21:54,1.25,96.71,6.98865127563477,0.156588945271567,95.46,0.12088342472821122,3.2016158576985303,4.147281990470744,0.0160260725894422,0.020759717961900757
45,46.0,2024-02-08 20:26:54,1.24000000953674,96.71,6.88754653930664,0.156568665081872,95.4699999904633,0.12086404169905456,3.201117076692392,4.146763755563147,0.01602362569778723,0.02075718840778888
46,47.0,2024-02-08 20:31:54,1.25999999046326,96.7,6.88754653930664,0.156568665081872,95.4400000095367,0.12086404169905456,3.201117076692392,4.146763755563147,0.01602362569778723,0.02075718840778888
47,48.0,2024-02-08 20:36:54,1.24000000953674,96.67,6.88754653930664,0.156568665081872,95.4299999904633,0.12086404169905456,3.201117076692392,4.146763755563147,0.01602362569778723,0.02075718840778888
48,49.0,2024-02-08 20:41:54,1.25999999046326,96.66,6.88754653930664,0.156568665081872,95.4000000095367,0.12086404169905456,3.201117076692392,4.146763755563147,0.01602362569778723,0.02075718840778888
49,50.0,2024-02-08 20:46:54,1.25,96.64,6.88754653930664,0.156568665081872,95.39,0.12086404169905456,3.201117076692392,4.146763755563147,0.01602362569778723,0.02075718840778888
50,51.0,2024-02-08 20:51:54,1.25,96.63,6.78631973266602,0.156568665081872,95.38,0.12086404169905456,3.2011311964694817,4.146782046484244,0.01602374461599245,0.020757342455795077
51,52.0,2024-02-08 20:56:54,1.23000001907349,96.61,6.78631973266602,0.156568665081872,95.3799999809265,0.12086404169905456,3.2011311964694817,4.146782046484244,0.01602374461599245,0.020757342455795077
52,53.0,2024-02-08 21:01:54,1.25,96.58,6.78631973266602,0.156568665081872,95.33,0.12086404169905456,3.2011311964694817,4.146782046484244,0.01602374461599245,0.020757342455795077
53,54.0,2024-02-08 21:06:54,1.25999999046326,96.58,6.78631973266602,0.156568665081872,95.3200000095367,0.12086404169905456,3.2011311964694817,4.146782046484244,0.01602374461599245,0.020757342455795077
54,55.0,2024-02-08 21:11:54,1.25999999046326,96.59,6.68497085571289,0.156568665081872,95.3300000095367,0.12086404169905456,3.2011448513986824,4.1467997352360575,0.01602385961988229,0.020757491433152263
55,56.0,2024-02-08 21:16:54,1.25,96.63,6.68497085571289,0.156568665081872,95.38,0.12086404169905456,3.2011448513986824,4.1467997352360575,0.01602385961988229,0.020757491433152263
56,57.0,2024-02-08 21:21:54,1.24000000953674,96.66,6.68497085571289,0.156568665081872,95.4199999904633,0.12086404169905456,3.2011448513986824,4.1467997352360575,0.01602385961988229,0.020757491433152263
57,58.0,2024-02-08 21:26:54,1.25999999046326,96.69,6.68497085571289,0.156568665081872,95.4300000095367,0.12086404169905456,3.2011448513986824,4.1467997352360575,0.01602385961988229,0.020757491433152263
58,59.0,2024-02-08 21:31:54,1.25999999046326,96.67,6.68497085571289,0.156568665081872,95.4100000095367,0.12086404169905456,3.2011448513986824,4.1467997352360575,0.01602385961988229,0.020757491433152263
59,60.0,2024-02-08 21:36:54,1.25,96.66,6.58353042602539,0.156568665081872,95.41,0.12086404169905456,3.2011580344058848,4.146816812654704,0.016023970649808646,0.0207576352625916
60,61.0,2024-02-08 21:41:54,1.25999999046326,96.64,6.58353042602539,0.156568665081872,95.3800000095367,0.12086404169905456,3.2011580344058848,4.146816812654704,0.016023970649808646,0.0207576352625916
61,62.0,2024-02-08 21:46:54,1.25,96.66,6.58353042602539,0.156568665081872,95.41,0.12086404169905456,3.2011580344058848,4.146816812654704,0.016023970649808646,0.0207576352625916
62,63.0,2024-02-08 21:51:54,1.25999999046326,96.66,6.58353042602539,0.156568665081872,95.4000000095367,0.12086404169905456,3.2011580344058848,4.146816812654704,0.016023970649808646,0.0207576352625916
63,64.0,2024-02-08 21:56:54,1.26999998092651,96.66,6.58353042602539,0.156568665081872,95.3900000190735,0.12086404169905456,3.2011580344058848,4.146816812654704,0.016023970649808646,0.0207576352625916
64,65.0,2024-02-08 22:01:54,1.26999998092651,96.66,6.48196792602539,0.156568665081872,95.3900000190735,0.12086404169905456,3.201170746475768,4.146833280015749,0.016024077713997723,0.02075777395476941
65,66.0,2024-02-08 22:06:54,1.25999999046326,96.66,6.48196792602539,0.156568665081872,95.4000000095367,0.12086404169905456,3.201170746475768,4.146833280015749,0.016024077713997723,0.02075777395476941
66,67.0,2024-02-08 22:11:54,1.25999999046326,96.64,6.48196792602539,0.156568665081872,95.3800000095367,0.12086404169905456,3.201170746475768,4.146833280015749,0.016024077713997723,0.02075777395476941
67,68.0,2024-02-08 22:16:54,1.25999999046326,96.64,6.48196792602539,0.156568665081872,95.3800000095367,0.12086404169905456,3.201170746475768,4.146833280015749,0.016024077713997723,0.02075777395476941
68,69.0,2024-02-08 22:21:54,1.25999999046326,96.63,6.38031387329102,0.156568665081872,95.3700000095367,0.12086404169905456,3.201182980788937,4.14684912848527,0.016024180754949942,0.020757907435200073
69,70.0,2024-02-08 22:26:54,1.25,96.62,6.38031387329102,0.156568665081872,95.37,0.12086404169905456,3.201182980788937,4.14684912848527,0.016024180754949942,0.020757907435200073
70,71.0,2024-02-08 22:31:54,1.25999999046326,96.61,6.38031387329102,0.156568665081872,95.3500000095367,0.12086404169905456,3.201182980788937,4.14684912848527,0.016024180754949942,0.020757907435200073
71,72.0,2024-02-08 22:36:54,1.25999999046326,96.6,6.38031387329102,0.156568665081872,95.3400000095367,0.12086404169905456,3.201182980788937,4.14684912848527,0.016024180754949942,0.020757907435200073
72,73.0,2024-02-08 22:41:54,1.25999999046326,96.58,6.38031387329102,0.156568665081872,95.3200000095367,0.12086404169905456,3.201182980788937,4.14684912848527,0.016024180754949942,0.020757907435200073
73,74.0,2024-02-08 22:46:54,1.25999999046326,96.6,6.27850723266602,0.156568665081872,95.3400000095367,0.12086404169905456,3.2011947414508066,4.14686436338147,0.016024279807179596,0.02075803574859381
74,75.0,2024-02-08 22:51:54,1.25999999046326,96.59,6.27850723266602,0.156568665081872,95.3300000095367,0.12086404169905456,3.2011947414508066,4.14686436338147,0.016024279807179596,0.02075803574859381
75,76.0,2024-02-08 22:56:54,1.25999999046326,96.6,6.27850723266602,0.156568665081872,95.3400000095367,0.12086404169905456,3.2011947414508066,4.14686436338147,0.016024279807179596,0.02075803574859381
76,77.0,2024-02-08 23:01:54,1.25999999046326,96.59,6.27850723266602,0.156568665081872,95.3300000095367,0.12086404169905456,3.2011947414508066,4.14686436338147,0.016024279807179596,0.02075803574859381
77,78.0,2024-02-08 23:06:54,1.25999999046326,96.58,6.17660903930664,0.156568665081872,95.3200000095367,0.12086404169905456,3.20120601815021,4.1468789713471415,0.016024374783781933,0.02075815878237319
78,79.0,2024-02-08 23:11:54,1.25999999046326,96.59,6.17660903930664,0.156568665081872,95.3300000095367,0.12086404169905456,3.20120601815021,4.1468789713471415,0.016024374783781933,0.02075815878237319
79,80.0,2024-02-08 23:16:54,1.25999999046326,96.59,6.17660903930664,0.156568665081872,95.3300000095367,0.12086404169905456,3.20120601815021,4.1468789713471415,0.016024374783781933,0.02075815878237319
80,81.0,2024-02-08 23:21:54,1.25,96.59,6.17660903930664,0.156568665081872,95.34,0.12086404169905456,3.20120601815021,4.1468789713471415,0.016024374783781933,0.02075815878237319
81,82.0,2024-02-08 23:26:54,1.25999999046326,96.57,6.17660903930664,0.156568665081872,95.3100000095367,0.12086404169905456,3.20120601815021,4.1468789713471415,0.016024374783781933,0.02075815878237319
82,83.0,2024-02-08 23:31:54,1.25,96.58,6.07458877563477,0.156568665081872,95.33,0.12086404169905456,3.2012168112054646,4.146892952794638,0.01602446568737916,0.02075827653993506
83,84.0,2024-02-08 23:36:54,1.25,96.6,6.07458877563477,0.156568665081872,95.35,0.12086404169905456,3.2012168112054646,4.146892952794638,0.01602446568737916,0.02075827653993506
84,85.0,2024-02-08 23:41:54,1.26999998092651,96.58,6.07458877563477,0.156568665081872,95.3100000190735,0.12086404169905456,3.2012168112054646,4.146892952794638,0.01602446568737916,0.02075827653993506
85,86.0,2024-02-08 23:46:54,1.25,96.57,6.07458877563477,0.156568665081872,95.32,0.12086404169905456,3.2012168112054646,4.146892952794638,0.01602446568737916,0.02075827653993506
86,87.0,2024-02-08 23:51:54,1.24000000953674,96.56,6.07458877563477,0.156568665081872,95.3199999904633,0.12086404169905456,3.2012168112054646,4.146892952794638,0.01602446568737916,0.02075827653993506
87,88.0,2024-02-08 23:56:54,1.25999999046326,96.57,5.97244644165039,0.156568665081872,95.3100000095367,0.12086404169905456,3.2012271173144264,4.146906303446327,0.01602455249010282,0.020758388985178317
88,89.0,2024-02-09 00:01:54,1.25999999046326,96.59,5.97244644165039,0.156568665081872,95.3300000095367,0.12086404169905456,3.2012271173144264,4.146906303446327,0.01602455249010282,0.020758388985178317
89,90.0,2024-02-09 00:06:54,1.26999998092651,96.59,5.97244644165039,0.156568665081872,95.3200000190735,0.12086404169905456,3.2012271173144264,4.146906303446327,0.01602455249010282,0.020758388985178317
90,91.0,2024-02-09 00:11:54,1.26999998092651,96.6,5.97244644165039,0.156568665081872,95.3300000190735,0.12086404169905456,3.2012271173144264,4.146906303446327,0.01602455249010282,0.020758388985178317
91,92.0,2024-02-09 00:16:54,1.25999999046326,96.6,5.97244644165039,0.156568665081872,95.3400000095367,0.12086404169905456,3.2012271173144264,4.146906303446327,0.01602455249010282,0.020758388985178317
92,93.0,2024-02-09 00:21:54,1.25999999046326,96.6,5.87018203735352,0.156568665081872,95.3400000095367,0.12086404169905456,3.2012369331535315,4.1469190189968215,0.01602463516390609,0.020758496081770755
93,94.0,2024-02-09 00:26:54,1.25999999046326,96.59,5.87018203735352,0.156568665081872,95.3300000095367,0.12086404169905456,3.2012369331535315,4.1469190189968215,0.01602463516390609,0.020758496081770755
94,95.0,2024-02-09 00:31:54,1.25999999046326,96.59,5.87018203735352,0.156568665081872,95.3300000095367,0.12086404169905456,3.2012369331535315,4.1469190189968215,0.01602463516390609,0.020758496081770755
95,96.0,2024-02-09 00:36:54,1.26999998092651,96.58,5.87018203735352,0.156568665081872,95.3100000190735,0.12086404169905456,3.2012369331535315,4.1469190189968215,0.01602463516390609,0.020758496081770755
96,97.0,2024-02-09 00:41:54,1.25,96.57,5.87018203735352,0.156568665081872,95.32,0.12086404169905456,3.2012369331535315,4.1469190189968215,0.01602463516390609,0.020758496081770755
97,98.0,2024-02-09 00:46:54,1.25999999046326,96.57,5.87018203735352,0.156568665081872,95.3100000095367,0.12086404169905456,3.2012369331535315,4.1469190189968215,0.01602463516390609,0.020758496081770755
98,99.0,2024-02-09 00:51:54,1.26999998092651,96.56,5.87018203735352,0.156568665081872,95.2900000190735,0.12086404169905456,3.2012369331535315,4.1469190189968215,0.01602463516390609,0.020758496081770755
99,100.0,2024-02-09 00:56:54,1.25999999046326,96.57,5.76782608032227,0.156568665081872,95.3100000095367,0.12086404169905456,3.2012462526744794,4.146931091611088,0.01602471365779509,0.02075859776365434
100,101.0,2024-02-09 01:01:54,1.26999998092651,96.54,5.76782608032227,0.156568665081872,95.2700000190735,0.12086404169905456,3.2012462526744794,4.146931091611088,0.01602471365779509,0.02075859776365434
101,102.0,2024-02-09 01:06:54,1.25,96.55,5.76782608032227,0.156568665081872,95.3,0.12086404169905456,3.2012462526744794,4.146931091611088,0.01602471365779509,0.02075859776365434
102,103.0,2024-02-09 01:11:54,1.25,96.53,5.76782608032227,0.156568665081872,95.28,0.12086404169905456,3.2012462526744794,4.146931091611088,0.01602471365779509,0.02075859776365434
103,104.0,2024-02-09 01:16:54,1.25,96.52,5.76782608032227,0.156568665081872,95.27,0.12086404169905456,3.2012462526744794,4.146931091611088,0.01602471365779509,0.02075859776365434
104,105.0,2024-02-09 01:21:54,1.25999999046326,96.51,5.76782608032227,0.156568665081872,95.2500000095367,0.12086404169905456,3.2012462526744794,4.146931091611088,0.01602471365779509,0.02075859776365434
105,106.0,2024-02-09 01:26:54,1.25,96.49,5.76782608032227,0.156568665081872,95.24,0.12086404169905456,3.2012462526744794,4.146931091611088,0.01602471365779509,0.02075859776365434
106,107.0,2024-02-09 01:31:54,1.25999999046326,96.5,5.76782608032227,0.156568665081872,95.2400000095367,0.12086404169905456,3.2012462526744794,4.146931091611088,0.01602471365779509,0.02075859776365434
107,108.0,2024-02-09 01:36:54,1.25,96.48,5.66531753540039,0.156568665081872,95.23,0.12086404169905456,3.2012550780681126,4.146942524127166,0.016024787990172484,0.02075869405466809
108,109.0,2024-02-09 01:41:54,1.24000000953674,96.49,5.66531753540039,0.156568665081872,95.2499999904633,0.12086404169905456,3.2012550780681126,4.146942524127166,0.016024787990172484,0.02075869405466809
109,110.0,2024-02-09 01:46:54,1.25,96.51,5.66531753540039,0.156568665081872,95.26,0.12086404169905456,3.2012550780681126,4.146942524127166,0.016024787990172484,0.02075869405466809
110,111.0,2024-02-09 01:51:54,1.25,96.49,5.66531753540039,0.156568665081872,95.24,0.12086404169905456,3.2012550780681126,4.146942524127166,0.016024787990172484,0.02075869405466809
111,112.0,2024-02-09 01:56:54,1.25,96.48,5.66531753540039,0.156568665081872,95.23,0.12086404169905456,3.2012550780681126,4.146942524127166,0.016024787990172484,0.02075869405466809
112,113.0,2024-02-09 02:01:54,1.25,96.47,5.66531753540039,0.156568665081872,95.22,0.12086404169905456,3.2012550780681126,4.146942524127166,0.016024787990172484,0.02075869405466809
113,114.0,2024-02-09 02:06:54,1.25,96.47,5.66531753540039,0.156568665081872,95.22,0.12086404169905456,3.2012550780681126,4.146942524127166,0.016024787990172484,0.02075869405466809
114,115.0,2024-02-09 02:11:54,1.25999999046326,96.5,5.66531753540039,0.156568665081872,95.2400000095367,0.12086404169905456,3.2012550780681126,4.146942524127166,0.016024787990172484,0.02075869405466809
115,116.0,2024-02-09 02:16:54,1.24000000953674,96.5,5.66531753540039,0.156568665081872,95.2599999904633,0.12086404169905456,3.2012550780681126,4.146942524127166,0.016024787990172484,0.02075869405466809
116,117.0,2024-02-09 02:21:54,1.24000000953674,96.48,5.66531753540039,0.156568665081872,95.2399999904633,0.12086404169905456,3.2012550780681126,4.146942524127166,0.016024787990172484,0.02075869405466809
117,118.0,2024-02-09 02:26:54,1.25,96.47,5.66531753540039,0.156568665081872,95.22,0.12086404169905456,3.2012550780681126,4.146942524127166,0.016024787990172484,0.02075869405466809
118,119.0,2024-02-09 02:31:54,1.24000000953674,96.46,5.56268692016602,0.156568665081872,95.2199999904633,0.12086404169905456,3.2012634030913873,4.146953308457746,0.016024858108408625,0.020758784886634962
119,120.0,2024-02-09 02:36:54,1.24000000953674,96.46,5.56268692016602,0.156568665081872,95.2199999904633,0.12086404169905456,3.2012634030913873,4.146953308457746,0.016024858108408625,0.020758784886634962
120,121.0,2024-02-09 02:41:54,1.24000000953674,96.46,5.56268692016602,0.156568665081872,95.2199999904633,0.12086404169905456,3.2012634030913873,4.146953308457746,0.016024858108408625,0.020758784886634962
121,122.0,2024-02-09 02:46:54,1.25,96.47,5.56268692016602,0.156568665081872,95.22,0.12086404169905456,3.2012634030913873,4.146953308457746,0.016024858108408625,0.020758784886634962
122,123.0,2024-02-09 02:51:54,1.25,96.46,5.56268692016602,0.156568665081872,95.21,0.12086404169905456,3.2012634030913873,4.146953308457746,0.016024858108408625,0.020758784886634962
123,124.0,2024-02-09 02:56:54,1.25,96.47,5.56268692016602,0.156568665081872,95.22,0.12086404169905456,3.2012634030913873,4.146953308457746,0.016024858108408625,0.020758784886634962
124,125.0,2024-02-09 03:01:54,1.25999999046326,96.48,5.56268692016602,0.156568665081872,95.2200000095367,0.12086404169905456,3.2012634030913873,4.146953308457746,0.016024858108408625,0.020758784886634962
125,126.0,2024-02-09 03:06:54,1.25999999046326,96.48,5.56268692016602,0.156568665081872,95.2200000095367,0.12086404169905456,3.2012634030913873,4.146953308457746,0.016024858108408625,0.020758784886634962
126,127.0,2024-02-09 03:11:54,1.25,96.46,5.56268692016602,0.156568665081872,95.21,0.12086404169905456,3.2012634030913873,4.146953308457746,0.016024858108408625,0.020758784886634962
127,128.0,2024-02-09 03:16:54,1.24000000953674,96.46,5.56268692016602,0.156568665081872,95.2199999904633,0.12086404169905456,3.2012634030913873,4.146953308457746,0.016024858108408625,0.020758784886634962
128,129.0,2024-02-09 03:21:54,1.25,96.46,5.56268692016602,0.156568665081872,95.21,0.12086404169905456,3.2012634030913873,4.146953308457746,0.016024858108408625,0.020758784886634962
129,130.0,2024-02-09 03:26:54,1.24000000953674,96.46,5.56268692016602,0.156568665081872,95.2199999904633,0.12086404169905456,3.2012634030913873,4.146953308457746,0.016024858108408625,0.020758784886634962
130,131.0,2024-02-09 03:31:54,1.25,96.46,5.45993423461914,0.156568665081872,95.21,0.12086404169905456,3.2012712243331225,4.146963440183944,0.016024923983727502,0.020758870222278156
131,132.0,2024-02-09 03:36:54,1.25,96.47,5.45993423461914,0.156568665081872,95.22,0.12086404169905456,3.2012712243331225,4.146963440183944,0.016024923983727502,0.020758870222278156
132,133.0,2024-02-09 03:41:54,1.25,96.45,5.45993423461914,0.156568665081872,95.2,0.12086404169905456,3.2012712243331225,4.146963440183944,0.016024923983727502,0.020758870222278156
133,134.0,2024-02-09 03:46:54,1.25,96.45,5.45993423461914,0.156568665081872,95.2,0.12086404169905456,3.2012712243331225,4.146963440183944,0.016024923983727502,0.020758870222278156
134,135.0,2024-02-09 03:51:54,1.25999999046326,96.46,5.45993423461914,0.156568665081872,95.2000000095367,0.12086404169905456,3.2012712243331225,4.146963440183944,0.016024923983727502,0.020758870222278156
135,136.0,2024-02-09 03:56:54,1.25999999046326,96.44,5.45993423461914,0.156568665081872,95.1800000095367,0.12086404169905456,3.2012712243331225,4.146963440183944,0.016024923983727502,0.020758870222278156
136,137.0,2024-02-09 04:01:54,1.25,96.43,5.45993423461914,0.156568665081872,95.18,0.12086404169905456,3.2012712243331225,4.146963440183944,0.016024923983727502,0.020758870222278156
137,138.0,2024-02-09 04:06:54,1.25999999046326,96.45,5.45993423461914,0.156568665081872,95.1900000095367,0.12086404169905456,3.2012712243331225,4.146963440183944,0.016024923983727502,0.020758870222278156
138,139.0,2024-02-09 04:11:54,1.25999999046326,96.45,5.45993423461914,0.156568665081872,95.1900000095367,0.12086404169905456,3.2012712243331225,4.146963440183944,0.016024923983727502,0.020758870222278156
139,140.0,2024-02-09 04:16:54,1.25999999046326,96.45,5.45993423461914,0.156568665081872,95.1900000095367,0.12086404169905456,3.2012712243331225,4.146963440183944,0.016024923983727502,0.020758870222278156
140,141.0,2024-02-09 04:21:54,1.25,96.43,5.45993423461914,0.156568665081872,95.18,0.12086404169905456,3.2012712243331225,4.146963440183944,0.016024923983727502,0.020758870222278156
141,142.0,2024-02-09 04:26:54,1.26999998092651,96.44,5.45993423461914,0.156568665081872,95.1700000190735,0.12086404169905456,3.2012712243331225,4.146963440183944,0.016024923983727502,0.020758870222278156
142,143.0,2024-02-09 04:31:54,1.26999998092651,96.44,5.45993423461914,0.156568665081872,95.1700000190735,0.12086404169905456,3.2012712243331225,4.146963440183944,0.016024923983727502,0.020758870222278156
