,#,Date-Time (EST/EDT),Ch:1 - Differential Pressure   (kpa),Ch:2 - Absolute Pressure   (kpa),Ch:3 - Temperature   (°C),Water Level   (m),Barometric Pressure   (kpa),Rh_ft,tau_b_Rh_Pa,tau_b_h_Pa,tau_st_Rh,tau_st_h
9199,9200,2024-03-12 13:31:28,2.10947847366333,97.2074848418345,8.59268569946289,0.245209137244215,95.0980063681712,0.19577534681244332,5.1846631767420055,6.493804277045744,0.025950826012136483,0.03250347789350088
9200,9201,2024-03-12 13:34:28,2.10386967658997,97.200871545222,8.69214248657227,0.244577888358958,95.0970018686321,0.19519516407261264,5.169262711679452,6.477042422654212,0.025873620205678897,0.032419427111178595
9201,9202,2024-03-12 13:37:28,2.11528444290161,97.2072820843275,8.79150772094727,0.245775578775233,95.0919976414259,0.19629589057123145,5.198376208771404,6.50871456190046,0.026019216710496416,0.032577798891719065
9202,9203,2024-03-12 13:40:28,2.12458848953247,97.1985994399808,8.79150772094727,0.246689882070077,95.0740109504483,0.19713596116525847,5.220623251116357,6.532927460508205,0.026130568908316228,0.03269899070831002
9203,9204,2024-03-12 13:43:28,2.10264658927917,97.187644579344,8.89078140258789,0.244511339026055,95.0849979900648,0.19513399329094694,5.1675694534015735,6.475188178399146,0.025864894608527946,0.03240983238153394
9204,9205,2024-03-12 13:46:28,2.1110565662384,97.1940552858219,8.98996353149414,0.245357043508808,95.0829987195835,0.19591127527241253,5.18811575376252,6.497536912842981,0.02596760453065401,0.03252153131966459
9205,9206,2024-03-12 13:49:28,2.11571836471558,97.1897138181248,8.98996353149414,0.24584936855656,95.0739954534093,0.1963636961191465,5.200096747296492,6.510574648076251,0.026027571909321087,0.03258678791157224
9206,9207,2024-03-12 13:52:28,2.11344337463379,97.187441681302,9.08905410766602,0.245570112561374,95.0739983066682,0.1961070810535565,5.193262565661771,6.503131176900471,0.025993233873528122,0.032549367079780206
9207,9208,2024-03-12 13:55:28,2.1030478477478,97.1570510256443,9.08905410766602,0.244515120172944,95.0540031778965,0.1951374688696252,5.167585519065759,6.475193111388215,0.025864715534832,0.03240953192574126
9208,9209,2024-03-12 13:58:28,2.09944438934326,97.1504374169917,9.18808364868164,0.244165171973046,95.0509930276485,0.19481578797151206,5.159027911493002,6.465877074642599,0.025821750183418164,0.03236273681833875
9209,9210,2024-03-12 14:01:28,2.11319351196289,97.1611902856779,9.28702163696289,0.245573912438025,95.047996773715,0.19611057296647813,5.193276003684344,6.503132836255967,0.02599303120960384,0.03254903738085151
9210,9211,2024-03-12 14:04:28,2.10250854492188,97.1525069621123,9.28702163696289,0.244448567387475,95.0499984171904,0.19507629399837964,5.1658868830219955,6.473332161266937,0.02585594504902332,0.03239988107286643
9211,9212,2024-03-12 14:07:28,2.11123394966125,97.150234925306,9.38586807250977,0.245364980928741,95.0390009756448,0.19591856976546113,5.1881510324328985,6.497549367843253,0.02596724185958854,0.03252091831457001
9212,9213,2024-03-12 14:10:28,2.10160112380981,97.1305956848276,9.48462295532227,0.244382355801749,95.0289945610178,0.1950154317917894,5.164193964444754,6.471477027498073,0.025847194443135445,0.032390248355439424
9213,9214,2024-03-12 14:13:28,2.10693383216858,97.1349374747086,9.48462295532227,0.244945039147181,95.02800364254,0.1955326240892404,5.177889707988811,6.486377417224544,0.025915742710079678,0.03246482597068591
9214,9215,2024-03-12 14:16:28,2.10632872581482,97.1283239555981,9.58331680297852,0.244876425420726,95.0219952297833,0.19546956126706946,5.176178062785416,6.484508243328263,0.025907033445709736,0.03245529228345061
9215,9216,2024-03-12 14:19:28,2.09492707252502,97.0979310469626,9.58331680297852,0.243680713731074,95.0030039744376,0.1943704178378429,5.147071934601888,6.452844916428295,0.025761355799543136,0.03229681572815248
9216,9217,2024-03-12 14:22:28,2.10434317588806,97.1043432166395,9.68194961547852,0.24466748151311,95.0000000407514,0.19527751472834687,5.171050232046785,6.4789222600087335,0.025881223948918,0.032427153176685465
9217,9218,2024-03-12 14:25:28,2.09593987464905,97.073949967892,9.68194961547852,0.243823441616697,94.978010093243,0.19450163519331512,5.1505045381134735,6.456571644228546,0.025778392283779938,0.032315287836678065
9218,9219,2024-03-12 14:28:28,2.10470461845398,97.0847037922616,9.78049087524414,0.244739882924757,94.9799991738076,0.1953440620955242,5.172769489956443,6.480785675223765,0.02588968219853366,0.032436295847732714
9219,9220,2024-03-12 14:31:28,2.10066747665405,97.0716779185481,9.78049087524414,0.244317858918732,94.9710104418941,0.19495614482892984,5.162497324118685,6.469610352672482,0.025838270066300326,0.03238036342122877
9220,9221,2024-03-12 14:34:28,2.11009001731873,97.0780899029517,9.87894058227539,0.245234313792653,94.967999885633,0.19579848484210952,5.184759052443295,6.493823634189458,0.025949540700666556,0.032501363900206574
9221,9222,2024-03-12 14:37:28,2.07834410667419,97.0433537853745,9.87894058227539,0.241998765302579,94.9650096787003,0.1928237761616261,5.105988536052654,6.4081460594265165,0.025555296975853882,0.032072550585844815
9222,9223,2024-03-12 14:40:28,2.10246920585632,97.0714764745534,9.97732925415039,0.244463001494979,94.969007268697,0.1950895618150666,5.165942540136723,6.473343869158705,0.025855213852654022,0.03239867435196743
9223,9224,2024-03-12 14:43:28,2.09852385520935,97.0605206849361,10.075626373291,0.244113366288705,94.9619968297267,0.19476816464388608,5.15738726083268,6.464029518367542,0.025812242482368054,0.032351865179569436
9224,9225,2024-03-12 14:46:28,2.10621047019958,97.0692050414357,10.075626373291,0.244887100525256,94.9629945712361,0.19547937281506503,5.176219783943142,6.484517708016781,0.02590649750501756,0.03245440665890863
9225,9226,2024-03-12 14:49:28,2.09459829330444,97.0625919505565,10.1738624572754,0.243693384206108,94.9679936572521,0.1943820666619029,5.147118254499769,6.452851787658861,0.025760692453809908,0.03229572784860229
9226,9227,2024-03-12 14:52:28,2.10191011428833,97.0539074529685,10.1738624572754,0.24446712588259,94.9519973386802,0.19509335293949986,5.165952680156752,6.473339994084893,0.02585495643277902,0.03239826879648313
9227,9228,2024-03-12 14:55:28,2.1012921333313,97.0472946702793,10.2720375061035,0.244398847307106,94.946002536948,0.19503059100218942,5.164244717777156,6.471474294114091,0.025846250999409546,0.03238873409041208
9228,9229,2024-03-12 14:58:28,2.11332511901855,97.0603216364991,10.2720375061035,0.245594641396331,94.9469965174806,0.1961296218757801,5.193346123635845,6.503137907894351,0.025991899062459335,0.032547205610263925
9229,9230,2024-03-12 15:01:28,2.09833979606628,97.0363393071387,10.3701210021973,0.244049544440828,94.9379995110724,0.1947094944277183,5.155695746851327,6.462166634414827,0.025803305577338176,0.03234195122187321
9230,9231,2024-03-12 15:04:28,2.10571074485779,97.0537088659576,10.3701210021973,0.244823302237653,94.9479981210999,0.19542073508230043,5.174528626206259,6.482654899734959,0.025897560662346483,0.03244449120808705
9231,9232,2024-03-12 15:07:28,2.09201431274414,97.0450240754049,10.3701210021973,0.24341646987979,94.9530097626607,0.19412747257800475,5.1402844409776085,6.445403508243828,0.025726174836051077,0.03225805486951651
9232,9233,2024-03-12 15:10:28,2.09941816329956,97.0384116050942,10.4681434631348,0.244192287310247,94.9389934417946,0.19484071400898362,5.159123032811081,6.465887072447441,0.02582029712393871,0.03236036906246439
9233,9234,2024-03-12 15:13:28,2.0887725353241,97.018772006266,10.566104888916,0.243139544014618,94.929999470942,0.19387285105655314,5.133447655058112,6.437952066375983,0.025691634692996283,0.032220356332527934
9234,9235,2024-03-12 15:16:28,2.09311890602112,97.023114522724,10.566104888916,0.243561602515257,94.9299956167028,0.19426090912471697,5.143722821329129,6.44912751053227,0.025743059356494048,0.03227628666397144
9235,9236,2024-03-12 15:19:28,2.09218525886536,97.0251873270415,10.6639747619629,0.243423310677438,94.9330020681761,0.19413376218665518,5.140307847543138,6.445405168355505,0.02572580326831817,0.03225745038304797
9236,9237,2024-03-12 15:22:28,2.08482074737549,97.0078169691079,10.6639747619629,0.242719871951382,94.9229962217324,0.19348694840999042,5.123181398775858,6.426779394234182,0.02564009018172112,0.032164233592346554
9237,9238,2024-03-12 15:25:28,2.09381604194641,97.0078169691079,10.6639747619629,0.243634342295255,94.9140009271615,0.194327785142424,5.14544522143889,6.450992900591906,0.025751514387978267,0.032285415420258416
9238,9239,2024-03-12 15:28:28,2.10388946533203,97.0098901806686,10.7617835998535,0.244621220336057,94.9060007153366,0.1952349934150647,5.16941722340977,6.477061962597706,0.02587131951282468,0.03241567323679836
9239,9240,2024-03-12 15:31:28,2.09286260604858,96.9968622267241,10.7617835998535,0.243495707551297,94.9039996206755,0.19420032514052707,5.142021355971501,6.447260721165866,0.02573421174821694,0.032266527326216696
9240,9241,2024-03-12 15:34:28,2.0878586769104,96.9968622267241,10.7617835998535,0.243003295707965,94.9090035498137,0.19374757037204995,5.130033349839983,6.434222678039448,0.025674215519716423,0.03220127599033728
9241,9242,2024-03-12 15:37:28,2.10027289390564,97.00327865045,10.8595314025879,0.244271901490039,94.9030057565443,0.194913899186325,5.160865561172905,6.467750371958126,0.025828351246136538,0.03236885875037193
9242,9243,2024-03-12 15:40:28,2.09558463096619,96.9945932019724,10.8595314025879,0.243779484122315,94.8990085710062,0.19446122320120313,5.1488797566113105,6.4547123082519535,0.025768366430311565,0.03230360774063704
9243,9244,2024-03-12 15:43:28,2.0929741859436,96.9879819541398,10.957218170166,0.243570844168571,94.8950077681962,0.1942694058462331,5.143750679185468,6.449125067657471,0.025742525777722423,0.032275430644359636
9244,9245,2024-03-12 15:46:28,2.0929741859436,96.9879819541398,10.957218170166,0.243570844168571,94.8950077681962,0.1942694058462331,5.143750679185468,6.449125067657471,0.025742525777722423,0.032275430644359636
9245,9246,2024-03-12 15:49:28,2.09160661697388,96.9706108436949,10.957218170166,0.243430151913646,94.879004226721,0.19414005218825886,5.1403257293681675,6.445399901161624,0.025725385199872098,0.03225678759563379
9246,9247,2024-03-12 15:52:28,2.09060716629028,96.9706108436949,10.957218170166,0.243289459658721,94.8800036774046,0.19401069418647654,5.1369006645380795,6.441674734665777,0.025708244046426285,0.032238144546907946
9247,9248,2024-03-12 15:55:28,2.09401988983154,96.9770282694831,11.0548439025879,0.243643587200027,94.8830083796516,0.1943362847057535,5.145470630556976,6.45098739105498,0.025750959958763503,0.03228453331654977
9248,9249,2024-03-12 15:58:28,2.08833861351013,96.9683425741874,11.0548439025879,0.243080811866453,94.8800039606773,0.19381884718797565,5.131770360661905,6.436086705087398,0.02568239575408277,0.03220996152414061
9249,9250,2024-03-12 16:01:28,2.09231019020081,96.9553140730313,11.0548439025879,0.243502893366633,94.8630038828305,0.1942069318422626,5.142045735607077,6.44726221956307,0.025733819771004182,0.0322658903684474
9250,9251,2024-03-12 16:04:28,2.09838581085205,96.9573890420049,11.1524085998535,0.244068070393494,94.8590032311528,0.19472652507721389,5.155751545528713,6.4621618993431875,0.02580223575801225,0.03234023660001608
9251,9252,2024-03-12 16:07:28,2.07701587677002,96.9400174606164,11.1524085998535,0.24188729150909,94.8630015838464,0.19272124808744873,5.102658060010521,6.4044216705825505,0.025536526555685952,0.032051272521346395
9252,9253,2024-03-12 16:10:28,2.09741926193237,96.9704177865487,11.1524085998535,0.243997722687546,94.8729985246163,0.1946618550139954,5.154039283790072,6.460299311318665,0.025793666652098264,0.03233091517812358
9253,9254,2024-03-12 16:13:28,2.07536554336548,96.9443603476061,11.1524085998535,0.241746596097193,94.8689948042406,0.19259183951884098,5.099231724397849,6.400696494533478,0.02551937927492901,0.03203262967756126
9254,9255,2024-03-12 16:16:28,2.08336758613586,96.9443603476061,11.1524085998535,0.242590768568575,94.8609927614702,0.19336822570884815,5.119788011208129,6.4230475508279135,0.0256222543172782,0.03214448674027208
9255,9256,2024-03-12 16:19:28,2.09446024894714,96.9594640755557,11.2498817443848,0.243718729664583,94.8650038266086,0.1944053683492037,5.147196276677641,6.452847205498915,0.02575924280130231,0.03229339799597499
9256,9257,2024-03-12 16:22:28,2.07539844512939,96.9334062505845,11.2498817443848,0.241748971798477,94.8580078054551,0.1925940246731197,5.099238025809919,6.400694682960724,0.025519234812093707,0.03203239969349161
9257,9258,2024-03-12 16:25:28,2.08374905586243,96.9377492074839,11.2498817443848,0.242593153741094,94.8540001516214,0.1933704191324585,5.119794323736649,6.423045764048524,0.02562210920058163,0.03214425610884165
9258,9259,2024-03-12 16:28:28,2.09008765220642,96.9420921699549,11.2498817443848,0.243226290198057,94.8520045177485,0.1939526122826502,5.135208828183826,6.43980907486438,0.02569925138467042,0.03222814842035421
9259,9260,2024-03-12 16:31:28,2.08240103721619,96.9334062505845,11.2498817443848,0.242452456750658,94.8510052133683,0.19324103092497946,5.116368561858582,6.419320583867227,0.02560496490934945,0.03212561337294999
9260,9261,2024-03-12 16:34:28,2.08205914497375,96.9290632992568,11.2498817443848,0.242452456750658,94.847004154283,0.19324103092497946,5.116368561858582,6.419320583867227,0.02560496490934945,0.03212561337294999
9261,9262,2024-03-12 16:37:28,2.07640433311462,96.9334062505845,11.2498817443848,0.241889668788914,94.8570019174699,0.1927234346201759,5.1026643632784205,6.404419863142045,0.025536381983879294,0.032051042429383385
9262,9263,2024-03-12 16:40:28,2.06936883926392,96.9203774133164,11.2498817443848,0.241115835341515,94.8510085740524,0.19201162608392022,5.083818082033031,6.383931372144893,0.025442065406774725,0.03194850738197917
9263,9264,2024-03-12 16:43:28,2.0801260471344,96.931139125745,11.3473243713379,0.242243792544609,94.8510130786106,0.19304913048923364,5.111235398457744,6.41373024769833,0.025579097392264494,0.032097412438310054
9264,9265,2024-03-12 16:46:28,2.08739829063416,96.9334062505845,11.2498817443848,0.243015244712403,94.8460079599503,0.1937585576767862,5.130070918910759,6.434221304592437,0.025673538618857374,0.03220018431651673
9265,9266,2024-03-12 16:49:28,2.07143998146057,96.9224530777492,11.3473243713379,0.24132925184604,94.8510130962886,0.19220794980117548,5.088964008276363,6.3895165525627435,0.02546764056938317,0.03197623538074651
9266,9267,2024-03-12 16:52:28,2.06742238998413,96.9094240475428,11.3473243713379,0.240977505423513,94.8420016575587,0.1918843698298426,5.080396793290638,6.380203592895199,0.025424766076346427,0.031929628820145085
9267,9268,2024-03-12 16:55:28,2.06775116920471,96.9137670520399,11.3473243713379,0.240977505423513,94.8460158828352,0.1918843698298426,5.080396793290638,6.380203592895199,0.025424766076346427,0.031929628820145085
9268,9269,2024-03-12 16:58:28,2.07575345039368,96.9137670520399,11.3473243713379,0.241821696837577,94.8380136016463,0.19266091608159336,5.100956899831545,6.402554696097286,0.025527658807087,0.0320414845655884
9269,9270,2024-03-12 17:01:28,2.06673216819763,96.9007380552636,11.3473243713379,0.240907156139008,94.834005887066,0.19181965057206504,5.07868326388765,6.3783410009617,0.025416190745322392,0.03192030750802485
9270,9271,2024-03-12 17:04:28,2.0744252204895,96.9094240475428,11.3473243713379,0.241680998268566,94.8349988270533,0.19253150258147095,5.0975305033427984,6.398829512230263,0.025510511459595115,0.0320228419413478
9271,9272,2024-03-12 17:07:28,2.07844281196594,96.9224530777492,11.3473243713379,0.242103093975598,94.8440102657832,0.19291973003504764,5.107809347377711,6.4100050638313055,0.025561951773365104,0.03207876981406946
9272,9273,2024-03-12 17:10:28,2.06773805618286,96.9007380552636,11.3473243713379,0.240977505423513,94.8329999990808,0.1918843698298426,5.080396793290638,6.380203592895199,0.025424766076346427,0.031929628820145085
9273,9274,2024-03-12 17:13:28,2.07373476028442,96.9007380552636,11.3473243713379,0.241610648984061,94.8270032949792,0.1924667942003748,5.095817261914581,6.396966920296765,0.025501937569736306,0.032013520629227576
9274,9275,2024-03-12 17:16:28,2.08441972732544,96.9094240475428,11.3473243713379,0.242665888251641,94.8250043202174,0.19343730576674284,5.121512861061087,6.424905799299373,0.025630530792681856,0.03215334031103171
9275,9276,2024-03-12 17:19:28,2.06036710739136,96.8833661375652,11.3473243713379,0.240203663293955,94.8229990301738,0.20122505151778197,5.327703905050897,6.359715081626637,0.02666241063864228,0.03182709438682214
9276,9277,2024-03-12 17:22:28,2.06028175354004,96.8812912023818,11.2498817443848,0.24020130490368,94.8210094488418,0.20122277368343947,5.327698099497415,6.359717700966446,0.02666256764655056,0.031827329598683306
9277,9278,2024-03-12 17:25:28,2.06531834602356,96.894319889215,11.2498817443848,0.240693744370206,94.8290015431914,0.20169840691257815,5.3402912578390564,6.372755831600979,0.026725590349770068,0.03189257917430408
9278,9279,2024-03-12 17:28:28,2.06663346290588,96.8856340924212,11.2498817443848,0.240834441360643,94.8190006295153,0.19175275398655817,5.076964024930636,6.376481011782301,0.02540776414613025,0.03191122191019587
9279,9280,2024-03-12 17:31:28,2.07432007789612,96.894319889215,11.2498817443848,0.241678623303259,94.8199998113189,0.19252931806867044,5.0975248138943945,6.398832092870076,0.025510661010099397,0.03202307832554578
9280,9281,2024-03-12 17:34:28,2.07197260856628,96.8899769880323,11.2498817443848,0.241397229322387,94.818004379466,0.1922704807768193,5.090671678324145,6.391381732507484,0.025476364361280274,0.031985792853762476
9281,9282,2024-03-12 17:37:28,2.05994629859924,96.8769483179141,11.2498817443848,0.24020130490368,94.8170020193148,0.20122277368343947,5.327698099497415,6.359717700966446,0.02666256764655056,0.031827329598683306
9282,9283,2024-03-12 17:40:28,2.07463574409485,96.8856340924212,11.2498817443848,0.241678623303259,94.8109983483264,0.19252931806867044,5.0975248138943945,6.398832092870076,0.025510661010099397,0.03202307832554578
9283,9284,2024-03-12 17:43:28,2.06294465065002,96.8769483179141,11.2498817443848,0.240482698884552,94.814003667264,0.20149456063061666,5.334894098118435,6.367168061329036,0.026698580160104124,0.031864615070466604
9284,9285,2024-03-12 17:46:28,2.0695595741272,96.883560436773,11.1524085998535,0.241183814449604,94.8140008626458,0.19207416174909522,5.085525230326771,6.385795790337162,0.025450784388555078,0.03195805830242058
9285,9286,2024-03-12 17:49:28,2.07889652252197,96.887903251331,11.1524085998535,0.242098334626935,94.809006728809,0.19291535278672184,5.107797347546592,6.410009434656146,0.02556224639642361,0.03207923678702403
9286,9287,2024-03-12 17:52:28,2.08125042915344,96.8922460714606,11.1524085998535,0.242379725450729,94.8109956423072,0.19317414383453524,5.114649328005874,6.417459786754291,0.02559653750096161,0.0321165224745943
9287,9288,2024-03-12 17:55:28,2.05653357505798,96.8705320265291,11.1524085998535,0.239847208036582,94.8139984514711,0.2008807791384444,5.318697014181142,6.350406617870958,0.026617705115048268,0.0317809512864617
9288,9289,2024-03-12 17:58:28,2.07958698272705,96.8965888971619,11.1524085998535,0.242168682332884,94.8170019144349,0.19298005217905662,5.109510385828832,6.411872022680695,0.025570819388591782,0.032088558208916665
9289,9290,2024-03-12 18:01:28,2.08093476295471,96.9009317284349,11.1524085998535,0.242309377744781,94.8199969654802,0.19310944770291008,5.112936376057063,6.415597198729769,0.025587964940853726,0.0321072010527018
9290,9291,2024-03-12 18:04:28,2.07885050773621,96.8988578141412,11.0548439025879,0.242095955032699,94.820007306405,0.19291316423435834,5.107790458784651,6.410010504644145,0.025562386227764782,0.03207946088742466
9291,9292,2024-03-12 18:07:28,2.08285474777222,96.8988578141412,11.0548439025879,0.242518036532879,94.816003066369,0.19330134015078107,5.118068250090928,6.421186019119817,0.025613822337577696,0.03213538973173146
9292,9293,2024-03-12 18:10:28,2.08685255050659,96.8988578141412,11.0548439025879,0.242940118033059,94.8120052636346,0.19368947694718724,5.128345005610723,6.43236153359549,0.02566525326370614,0.032191318576038255
9293,9294,2024-03-12 18:13:28,2.07817316055298,96.8901723194254,11.0548439025879,0.242025608116002,94.8119991588724,0.19284846444414422,5.106077392844063,6.408147918898189,0.025553813038719484,0.03207013941337347
9294,9295,2024-03-12 18:16:28,2.08317041397095,96.8901723194254,11.0548439025879,0.242518036532879,94.8070019054545,0.19330134015078107,5.118068250090928,6.421186019119817,0.025613822337577696,0.03213538973173146
9295,9296,2024-03-12 18:19:28,2.07040762901306,96.8794139764213,10.957218170166,0.241249421962305,94.8090063474082,0.19213451476177798,5.087224292965164,6.387659820475894,0.025459632604014387,0.031967820340382695
9296,9297,2024-03-12 18:22:28,2.06372714042664,96.8707286886388,10.957218170166,0.240545960687679,94.8070015482121,0.20155566389495436,5.336671919787271,6.369033987996629,0.026708023586424254,0.03187460509675333
9297,9298,2024-03-12 18:25:28,2.06673216819763,96.8707286886388,10.957218170166,0.240897691324992,94.8039965204411,0.19181094314051503,5.078656954534358,6.378346904236261,0.02541675631700966,0.03192121271856801
9298,9299,2024-03-12 18:28:28,2.06230688095093,96.8643141492072,10.8595314025879,0.240402907886497,94.8020072682562,0.20141749282635152,5.333065556046491,6.365308442838282,0.026690152798503865,0.03185617224531253
9299,9300,2024-03-12 18:31:28,2.07033538818359,96.8773418288313,10.8595314025879,0.241247051945452,94.8070064406477,0.1921323345758398,5.0872162161833625,6.387659409191714,0.025459761689038008,0.03196803111914373
9300,9301,2024-03-12 18:34:28,2.07168340682983,96.8816843998493,10.8595314025879,0.241387742621944,94.8100009930195,0.1922617542320645,5.0906429469067085,6.391384570250605,0.02547691129382802,0.031986674264782196
9301,9302,2024-03-12 18:37:28,2.04796600341797,96.8599716004758,10.8595314025879,0.238925655783327,94.8120055970578,0.19999079241589265,5.295289855877414,6.326194251719811,0.026501098454620915,0.031660419216108106
9302,9303,2024-03-12 18:40:28,2.07068395614624,96.8816843998493,10.8595314025879,0.241247051945452,94.8110004437031,0.1921323345758398,5.0872162161833625,6.387659409191714,0.025459761689038008,0.03196803111914373
9303,9304,2024-03-12 18:43:28,2.06626510620117,96.8752704080117,10.7617835998535,0.240822614687492,94.8090053018105,0.1917418735017225,5.076926661509951,6.376482772765243,0.025408433122460432,0.03191230578858524
9304,9305,2024-03-12 18:46:28,2.05757927894592,96.8665854452536,10.7617835998535,0.239908135549874,94.8090061663077,0.20093962322740136,5.320463975271388,6.352269264101859,0.026627261354990144,0.031791124736237575
9305,9306,2024-03-12 18:49:28,2.06592321395874,96.8709279238468,10.7617835998535,0.240752270138444,94.8050047098881,0.20175493716582374,5.342051795374962,6.37462019517574,0.026735301655733474,0.031902984169173816
9306,9307,2024-03-12 18:52:28,2.0565140247345,96.8645149176568,10.6639747619629,0.239835773174553,94.8080008929223,0.2008697353413895,5.318664127656998,6.35041372033677,0.026618426572206724,0.0317820447504708
9307,9308,2024-03-12 18:55:28,2.05451512336731,96.8645149176568,10.6639747619629,0.239624741556736,94.8099997942895,0.2006659236141765,5.313267564951913,6.344825988100367,0.026591418285039158,0.031754079713260344
9308,9309,2024-03-12 18:58:28,2.05851292610168,96.8645149176568,10.6639747619629,0.24004680479237,94.8060019915551,0.20107355227451154,5.324060828205057,6.356001452573173,0.02664543554923983,0.031810009787681254
9309,9310,2024-03-12 19:01:28,2.06520009040833,96.8731997177504,10.6639747619629,0.24067989964582,94.8079996273421,0.2016850343012649,5.340251756693475,6.372764649282353,0.02672646661846335,0.03189390489931248
9310,9311,2024-03-12 19:04:28,2.04544115066528,96.86244512451,10.566104888916,0.238707929757912,94.8170039738447,0.19978053857116015,5.289873913058667,6.320609902735064,0.02647450938988401,0.03163308785237156
9311,9312,2024-03-12 19:07:28,2.07015132904053,96.8841567596166,10.566104888916,0.241240280761744,94.814005430576,0.1921261057359026,5.087196590912666,6.3876625676727325,0.025460159566720025,0.031968669841032346
9312,9313,2024-03-12 19:10:28,2.05646800994873,96.8754720888589,10.566104888916,0.239833419092949,94.8190040789102,0.20086746176976927,5.318653926942615,6.35041108715182,0.026618546234681136,0.031782235402887535
9313,9314,2024-03-12 19:13:28,2.0554027557373,96.8734021451275,10.4681434631348,0.23969038047558,94.8179993893902,0.20072931631256682,5.315045391903236,6.346682565522729,0.026600654873583467,0.03176377623695241
9314,9315,2024-03-12 19:16:28,2.06208992004395,96.8820866529669,10.4681434631348,0.240393803418496,94.8199967329229,0.2014086991328011,5.333034545627057,6.365308269729695,0.02669068670480812,0.03185699386593856
9315,9316,2024-03-12 19:19:28,2.05775022506714,96.8777443962614,10.4681434631348,0.239971749652746,94.8199941711942,0.2010010625006916,5.322240869631615,6.354132847205505,0.026636666686388442,0.031801063288546816
9316,9317,2024-03-12 19:22:28,2.04467177391052,96.8756751141714,10.3701210021973,0.238633239863059,94.8310033402609,0.19970841325050065,5.288061683033456,6.318748777174068,0.026465772655893734,0.03162417131837707
9317,9318,2024-03-12 19:25:28,2.04133152961731,96.8713329445474,10.3701210021973,0.238281531773593,94.8300014149301,0.19936879028710458,5.279068836161451,6.309435929301278,0.026420765117194368,0.0315775622337344
9318,9319,2024-03-12 19:28:28,2.05335783958435,96.8843594701343,10.3701210021973,0.239477339277776,94.83100163055,0.20052356740417823,5.309646078881723,6.341099612068725,0.026573798573077696,0.03173603312151929
9319,9320,2024-03-12 19:31:28,2.05703997612,96.8930438483839,10.3701210021973,0.239829047367242,94.8360038722639,0.2008632395595297,5.318640228303233,6.350412459941515,0.026618812630796903,0.03178264220616196
